durofel_inf_65,durofel_65_70,durofel_sup_75,durofel_70_75,color_rojo,color_rojo_caoba,color_caoba,color_negro,color_caoba_oscuro,brix_rojo,brix_caoba_oscuro,brix_caoba,brix_negro,Temperatura_Ambiente,Temperatura_Pulpa,Variety
3,3,82,12,0,12,82,0,6,0,0,22.4,0,22,18,5
0,6,88,6,0,18,58,0,24,0,0,24.7,0,27.1,18,5
0,0,79,21,0,6,80,0,14,0,20.8,19.5,0,28.8,21,5
3,12,50,35,0,21,55,0,24,0,20.9,19.2,0,30,23,5
6,6,53,35,0,6,76,0,18,0,21.6,20,0,21.6,19.3,5
0,3,76,21,0,3,65,0,32,0,23,20.5,0,28,18.6,5
0,6,76,18,0,6,70,0,24,0,19.2,17.7,0,28,18.5,5
0,3,71,26,0,21,47,0,32,0,21.1,17.4,0,29,25,5
3,15,65,18,0,0,71,0,29,0,23.1,20.3,0,30.1,23.2,5
18,24,24,35,0,0,65,0,35,0,23.2,22.9,0,23,19.6,5
0,6,76,18,0,22,62,0,16,0,0,26.7,0,27.1,23,13
0,15,65,21,0,18,73,0,9,0,0,26.4,0,24.4,16.4,13
6,18,53,24,0,32,59,0,9,0,0,22.3,0,27.7,23,13
10.7,17.8,46.5,25,0,16.3,64.2,0,19.5,0,23,19.5,0,24,15.3,13
3,12,47,38,0,24,70,0,6,0,0,25.2,0,26,19,13
0,3,88,9,0,3,68,0,29,0,29.2,23.3,0,18,16.2,13
0,3,79,18,0,29,65,0,6,0,0,21.2,0,24.8,15,5
0,9,53,38,0,18,73,0,9,0,0,22.2,0,26.4,20.4,5
0,6,76,18,0,12,70,0,18,0,0,23.3,0,25,19.4,5
3,9,70,18,0,21,73,0,6,0,0,22.5,0,28.5,21,5
6,9,73,12,0,12,70,3,15,0,23.8,21.7,0,25,19.8,5
3,3,82,12,0,3,82,0,15,0,23.3,18.2,0,29.5,20,5
6,12,59,24,0,9,62,0,29,0,23.2,20.1,0,18,16,5
0,3,74,24,0,5,60,0,35,0,23.9,21.9,0,21.8,16.6,5
0,9,70,21,0,24,56,0,20,0,0,21,0,24.2,16.8,5
0,3,76,21,0,9,81,0,10,0,20,19.2,0,17.3,18.8,5
3,12,62,24,0,18,47,0,35,0,20.9,19.7,0,23.9,17.8,5
9,12,53,26,0,18,50,0,32,0,20.6,18.3,0,28.5,19.8,5
3,9,70,18,0,26,42,0,32,0,20.2,18.4,0,24,27.8,5
3,21,50,26,0,15,53,0,32,0,19.9,18.1,0,29.8,20.2,5
15,15,44,26,0,9,71,0,20,0,20.4,19.1,0,25.1,18.7,5
12,18,44,26,0,0,15,0,85,0,26,23.1,0,29.5,22.6,15
15,17,42,26,0,0,12,0,88,0,26.1,24.8,0,29.3,19.6,15
41,24,15,21,0,0,6,3,91,0,28.3,25.5,0,30,19.9,15
11,14,36,39,3,21,59,0,17,0,18.8,17.6,0,25,18.7,3
0,3,74,24,0,12,65,8,15,0,21.3,19.1,0,29,25,3
0,9,68,24,0,5,59.5,0,35.5,0,21.9,18.8,0,24,16.9,3
0,3,76,21,0,21,79,0,0,0,0,21.5,0,17.5,13.9,18
0,3,79,15,0,27,70,0,3,0,0,23.1,0,24.2,17.6,18
3,12,71,15,0,21,76,0,3,0,0,21.8,0,28.1,24.3,18
3,6,74,18,0,29,65,0,6,0,0,21,0,25,18.6,18
0,3,85,12,0,26,71,0,3,0,0,23.2,0,28.7,23.2,18
0,6,61,33,0,6,88,0,6,0,19.9,18,0,23.4,17.8,18
5,9,65,21,0,9,85,0,6,0,0,20.9,0,29.6,22,18
3,12,44,41,0,19,78,0,3,0,0,20,0,30.2,20.4,18
3,3,79,15,0,29,71,0,0,0,0,21.4,0,21.1,15.6,18
6,12,50,32,0,12,73,0,15,0,23.4,21.1,0,22.8,18.4,18
3,17,50,30,0,9,82,0,9,0,0,21.3,0,22.9,19.6,18
0,3,76,21,0,6,85,0,9,0,22.5,20.3,0,20.8,15,18
11,15,56,18,0,15,76,0,9,0,0,21.1,0,27.2,21.7,18
8,13,59,20,0,0,88,0,12,0,23.1,22.1,0,27,25,18
10,12,63,15,0,18,79,0,3,0,0,21.3,0,28.6,19,18
6,18,50,26,0,0,14.9,4.9,80.2,0,24,18.4,0,22.3,18.1,2
0,20,59,21,0,11,29,26,34,0,22.5,19.1,0,27,22.6,2
3,22,44,31,0,0,12,35,53,0,20.6,0,22.4,25,15,2
0,19,56,26,0,3,19,44,34,0,20.3,17.7,0,28.6,24.5,2
12,15,56,18,0,0,0,87,13,0,21.6,0,26.6,20,17.8,2
6,18,55,21,0,0,0,74,26,0,22.4,0,26.6,25.7,17.6,2
0,9,73,18,0,20,70,0,10,0,0,23.1,0,22,18,5
0,3,56,41,0,0,74,0,26,0,21.5,19.8,0,19,17,15
0,12,50,38,0,0,29,6,65,0,24.5,21.7,0,25.2,21,15
0,9,70,21,0,0,32,12,56,0,23.3,19.6,0,29,16.6,15
3,6,65,26,0,0,26,0,74,0,23.6,19.5,0,26.7,22.8,15
0,0,70.9,16.6,0,18,79,0,3,0,0,26.1,0,27,23,3
0,3,65,32,0,0,12,6,82,0,24,21.8,0,0,16,16
3,15,43,39,0,0,6,15,79,0,22.8,0,24.4,26.5,16.5,16
0,6,68,26,0,0,3,9,88,0,17.7,0,25.5,21,17,16
0,10.7,64.3,25,1,9.8,87.8,0,1.4,0,0,22,0,28.7,25.5,3
7.2,14.3,57.1,21.4,1.4,13.6,80.9,0,4.1,0,0,19.6,0,27.5,22.2,3
3.5,10.7,60.8,25,1.7,24.8,58,0,15.5,0,0,20.4,0,28,21,3
17.9,17.9,39.2,25,3.8,90.4,5.8,0,0,0,0,19.3,0,26.8,23,3
0,3.8,77,19.2,0,3,97,0,0,0,0,21.5,0,27,13,3
7,14,61,18,0,29.2,62.5,0,8.3,0,0,22.6,0,26,19,5
0,6,74,21,0,39,58,0,3,0,0,23.7,0,27.3,21,5
0,9,64,27,3,33,64,0,0,0,0,21.9,0,27,22.2,5
0,0,74,26,0,38,62,0,0,0,0,20.8,0,27.5,16.2,5
0,6,68,26,0,24,76,0,0,0,0,21.6,0,25.5,17.2,5
0,3,71,26,0,21,79,0,0,0,0,23.5,0,27.4,17.9,5
0,0,96.4,3.6,2.5,72.2,25.3,0,0,0,0,20.2,0,28,18,3
0,10.7,67.9,21.4,0,13.7,73.8,0,12.5,0,0,21.4,0,25.3,17.3,3
10.7,14.3,50,25,0,13,68.5,0,18.5,0,0,22.5,0,27,23,3
0,10.7,67.9,21.4,0,18,67,0,15,0,0,19.9,0,19.4,17,3
0,7.1,60.8,32.1,0.6,16.4,73,0,10,0,0,17.7,0,18.5,18,3
0,3.3,86.7,10,0,14.9,69.7,0,15.4,0,19.5,23.3,0,23,20,3
0,7.1,67.9,25,0,0,41,0,59,0,19.2,18.4,0,28,22,3
3.6,7.1,67.9,21.4,0,10.5,59.2,0,30.3,0,23.5,18,0,26,22.7,3
15,50,9,26,0,3,74,0,23,0,21.5,18.3,0,30.8,23.2,18
0,6,74,21,0,0,80,0,20,0,22.2,22,0,25.8,17.5,16
3,6,82,9,0,6,50,12,32,0,23.2,20.8,0,27.1,18.1,16
0,9,76,15,0,6,82,3,9,0,24.3,21,0,27.4,21,16
0,6,85,9,0,6,84,0,10,0,23.3,21.7,0,27.1,23,16
0,3,65,32,0,0,0,6,94,0,23.6,0,24.5,25.2,18.9,16
0,6,76,18,0,3,24,0,73,0,23,21.4,0,26.2,17.6,16
0,18,61,21,0,0,0,47,53,0,22.1,0,24.8,26.2,19.1,16
3,9,67,21,9,28,59,0,4,0,0,21.2,0,27.4,21.6,5
0,3,71,26,0,35,62,0,3,0,0,19.1,0,27.4,19.6,5
0,0,71,29,0,44,53,0,3,0,0,22,0,24.5,15.2,5
5,7,78,10,0,0,10,9,81,0,24,22.2,0,29.5,18.9,15
0,7.1,75,17.9,0,10.1,70.7,0,19.2,0,20.2,18.3,0,28,18,5
0,3,76,21,3,26,71,0,0,0,0,21.1,0,27.5,16,5
0,12,65,24,3,44,53,0,0,0,0,22.4,0,26.9,21,5
6,9,61,24,0,24,76,0,0,0,0,20.9,0,27.8,23.2,5
0,3,71,26,0,35,62,0,3,0,0,24.7,0,27.5,23.4,13
3,6,82,9,0,19,62,6,13,0,0,23.1,0,27.5,20.8,13
0,3,88,9,0,14,64,3,19,0,27.9,21.3,0,27.4,22.6,13
3,15,55,27,0,3,39,0,58,0,22.2,20.8,0,28.5,16.2,13
0,6,76,18,0,9,44,3,44,0,24.8,21.4,0,25.8,21,13
0,6,71,21,0,21,70,0,9,0,0,23.2,0,26.2,18.4,5
0,6,70,24,0,21,70,0,9,0,0,21.1,0,26.7,18.9,5
0,0,89.3,10.7,3.6,77.4,19,0,0,0,0,21.9,0,28.5,18.8,14
7.1,7.1,67.9,17.9,0,19.8,74.1,0,6.1,0,0,24.4,0,28,19,14
10.7,10.7,50.1,28.5,0,22,73.4,0,4.6,0,0,21.7,0,27.5,19,14
0,7.1,85.8,7.1,0,30,60,0,10,0,0,20.1,0,28,21.7,14
0,6,68,26,9,35,56,0,0,0,0,22.2,0,30,25.2,14
0,3,78,18,9,25,58,0,8,0,0,22.5,0,28,25,14
0,3,76,21,0,18,76,0,6,0,0,23.8,0,27.5,23.4,14
0,9,79,12,0,18,79,0,3,0,0,22.2,0,27.5,18.7,14
0,3.6,82.1,14.3,11.3,73.2,15.5,0,0,0,0,22.6,0,28.5,21,11
0,0,88,12,6,26,44,0,24,0,0,22.1,0,30.1,22,11
0,6,82,12,0,15,73,3,9,0,0,24.1,0,27.3,24.8,11
8.8,8.8,53,29.4,5.9,15.6,70.8,0,7.7,0,0,26.1,0,24.1,15,11
0,3,91,6,0,18,79,0,3,0,0,25.5,0,27.5,20.9,13
0,3,74,23,0,3,59,9,29,0,26.2,23.6,0,27.4,17,13
0,6,71,24,0,3,62,0,35,0,24,21,0,28.7,25,5
0,6,85,9,0,15,59,0,26,0,21.1,19.2,0,21,18.1,5
3,23,42,32,0,18,62,0,20,0,0,20.5,0,27.5,18.9,5
7.1,10.7,46.5,35.7,0,4.7,78.9,0,16.4,0,21.6,17.7,0,27,19.8,3
14.2,14.2,43.1,28.5,0,0,12.6,33.2,54.2,0,19.5,0,22.9,20.2,18.7,3
7,7,75,11,0,0,8,16.9,75.1,0,19.4,0,20.6,26,19,3
7,3,80,10,0,12,65,0,23,0,19.9,17.9,0,24,18.1,3
10.7,32.1,18,39.2,0,7.4,65.8,0,26.8,0,22.8,20.2,0,18,15,13
7,11,57,25,0,0,74.9,0,25,0,22.8,17.6,0,25,14,13
11.7,17.6,38.2,32.5,0,2.9,80.9,0,16.2,0,25.4,18.2,0,23.4,17,13
0,16,52,32,3,18,76,0,3,0,0,23.1,0,28,24.9,13
20,33.5,10.8,35.7,0,13.7,82.2,0,4.1,0,0,21.6,0,20,17.5,14
20,22.8,18.8,38.4,0,10,79.5,0,10.5,0,0,22.6,0,27,22.9,14
20,30,17.3,32.7,0,17.3,78.2,0,4.5,0,0,22,0,27,19,14
3.5,10.7,71.6,14.2,0,10.1,80.1,0,9.8,0,0,24,0,27,19.9,11
3,6,67,24,0,0,12,3,85,0,25.7,20.6,0,29.6,19.5,15
0,6,85,9,0,29,68,0,3,0,0,22.7,0,26.2,17.8,5
0,3,88,9,0,47,50,0,3,0,0,22.6,0,27.5,22,5
0,3,76,21,0,12,79,0,9,0,0,22.3,0,25.1,17.8,5
0,10.7,78.6,10.7,0,19.5,64.4,0,16.1,0,0,20,0,238,16.1,3
0,3.6,92.8,3.6,0,19.3,60.7,0,20,0,0,19.7,0,25,23.3,3
7.1,7.2,75,10.7,12.4,58,29.6,0,0,0,0,23,0,19,14,5
0,0,86,14,0,8.8,81.6,0,9.6,0,0,20.8,0,24,17,5
0,10.7,71.5,17.8,0,7,74.8,0,18.2,0,21.2,19.5,0,29.5,22,5
0,0,78.6,21.4,0,12,70,0,18,0,21.9,18.6,0,29.5,23,5
0,8,77,15,18,26,53,0,3,0,0,23,0,27.5,22,5
0,3,91,6,9,32,56,0,3,0,0,23.3,0,25.1,20.8,5
0,6,76,18,12,26,56,0,6,0,0,23.9,0,25,16,5
0,6,82,12,0,24,73,0,3,0,0,21.6,0,25.5,20.1,5
0,0,94,6,0,4,70,0,26,0,24.5,22.9,0,21.7,19,15
0,3,91,6,0,0,24,0,76,0,23.8,22.5,0,27.8,22.3,15
3,6,79,12,0,0,39,3,58,0,22,20.5,0,28.4,20.3,15
0,3,91,6,0,0,26,0,74,0,25.2,22.2,0,29.2,20.8,15
0,6,85,9,0,0,24,0,76,0,25.1,22.1,0,20.3,17.1,15
3,10,79,7,12,26,52,1,9,0,0,21.4,0,30,26.9,3
0,21.4,46.5,32.1,1.9,20.1,60.8,0,17.2,0,0,22.3,0,26,16.9,3
0,0,94,6,6,15,73,0,6,0,0,21.4,0,30,24,3
3.6,14.3,64.2,17.9,0,8.3,67.7,0,24,0,21.7,18.3,0,20,17.1,3
10.7,17.9,53.5,17.9,0,14.2,68.8,0,17,0,23.6,18.7,0,19,17,3
0,0,100,0,6,6,73,0,15,0,0,21.9,0,22,17.3,3
3,12.1,66.8,18.1,0,6.5,78.8,0,14.7,0,0,24.3,0,24.2,16,13
0,3,88,9,0,0,65,0,35,0,26.1,21,0,24.4,18,13
6,18,44,32,0,0,29,9,62,0,24.3,21.2,0,24,19,13
3,3,85,9,0,24,55,3,18,0,0,24.8,0,18,15,13
8,13,58,21,0,0,32,0,68,0,26.2,22.8,0,5.3,6,13
0,3.6,89.3,7.1,15,21,61,0,3,0,0,19.7,0,23.2,22,12
0,3,89,8,0,0,15,26,59,0,19.8,0,23.4,30.9,18.8,2
0,0,91,9,3,15,35,0,47,0,23.3,20.8,0,27.5,18,2
0,10.7,75,14.3,6,50,44,0,0,0,0,21.4,0,26.9,18,5
0,3,91,6,18,44,38,0,0,0,0,20.7,0,25,14,5
3,6,76,15,3,38,56,0,3,0,0,22.5,0,28,16,5
0,3,79,18,3,53,38,0,6,0,0,21.2,0,24.5,15,5
0,3,76,21,0,24,76,0,0,0,0,20.3,0,28,18.5,5
3,6,82,9,3,32,65,0,0,0,0,20.5,0,23,13.6,5
3,3,79,15,0,24,76,0,0,0,0,21,0,27.6,16.4,5
3,6,68,23,0,9.4,73.5,0,17.1,0,22.8,20.7,0,24.2,16,5
0,3,88,9,0,18,76,0,6,0,0,20.1,0,24.5,16.7,5
0,9,68,24,0,0,82,0,18,0,21.8,20.5,0,24,19.2,5
0,3,74,24,0,12,59,0,29,0,21.5,19.7,0,24,19.2,5
0,3,76,21,0,3,94,0,3,0,21,19.2,0,18,15,5
0,3,58,39,0,3,87,0,10,0,21.6,19.9,0,20,16,5
0,3,79,18,0,26,70,0,4,0,0,22.9,0,22.7,16.9,5
0,3,88,9,0,21,70,0,9,0,0,21.6,0,21.5,16.2,5
0,6,76,8,0,21,65,0,14,0,0,22.7,0,26.5,17.9,5
0,6,78,16,0,6,84,0,10,0,21.6,20.6,0,26.5,18,5
3,6,68,24,0,6,74,0,20,0,21.8,20.3,0,24.9,16,5
0,3,82,15,0,0,68,3,29,0,22,20.5,0,26.5,17.2,5
0,3,85,12,0,15,85,0,0,0,0,23.8,0,26.4,16.5,5
0,3,81,16,0,0,18,3,79,0,26.9,26,0,18.5,15.5,15
3,6,82,9,0,0,14,15,71,0,24,0,25.8,21.9,17.9,15
3,6,82,9,0,0,12,15,73,0,23.3,0,26.5,21,20,15
0,3,85,12,0,0,35,9,56,0,22.2,21.9,0,24,14.9,15
0,10.7,78.6,10.7,0,13.5,79.1,0,7.4,0,0,20.8,0,20,18.7,3
0,10.7,78.6,10.7,0,16.9,64.3,0,18.8,0,18.2,21.8,0,21,18.5,3
0,14.2,60.8,25,0,9.5,81.5,0,9,0,18.1,23.8,0,23,17.6,3
10.7,10.7,60.7,17.9,0,12.4,77.6,0,10,0,0,21,0,17.4,13.8,3
10.7,10.7,64.3,14.3,3.5,12.4,65.6,0,18.5,0,0,21.7,0,17,14.4,3
0,0,82.1,17.9,3,6,82,0,9,0,0,22.1,0,28,19.9,3
0,17.8,53.7,28.5,0,0,8.6,4.5,86.9,0,19.1,0,21.2,23.6,16.8,3
14.3,17.9,46.4,21.4,5.5,26.2,54,0,14.3,0,0,21.6,0,17,14.4,6
0,0,89.3,10.7,0,24,69,0,7,0,0,21.9,0,24.6,17,6
0,3.1,86.2,10.7,0,11.6,71.7,0,16.7,0,23.1,19.6,0,26,14.7,6
6,9,74,12,7,18,69,0,6,0,0,23.8,0,28,16,13
3.6,7.1,71.4,17.9,0,10.4,80.9,0,8.7,0,0,23.8,0,24.5,17,5
0,14.2,64.4,21.4,3.5,82.1,14.4,0,0,0,0,22.5,0,27.8,20,5
0,6,82,12,9,21,67,0,3,0,0,21.9,0,26,18,5
0,3.5,75.1,21.4,0,8.8,74.1,0,17.1,0,21.9,18.7,0,17.2,15.6,5
0,4,79,18,6,21,70,0,3,0,0,21.5,0,20,16.4,5
0,4,75,21,0,12,88,0,0,0,0,20.1,0,27.3,25,5
0,8,75,17,0,11,58,4,27,0,0,23.2,0,26.5,23,3
0,7,71,21,0,5.2,76.1,0,18.7,0,21.1,19.7,0,27,17,5
0,3.5,75.1,21.4,0,6.2,73.6,0,20.2,0,0,21.8,0,20,17,5
3,6,76,15,0,0,0,44,56,0,18.9,0,21.7,28.5,21,2
3,9,67,21,0,0,3,47,50,0,21.6,0,22.3,29.5,20.2,2
6,18,55,21,0,0,0,58,42,0,20.1,0,23.2,23.6,18.3,2
15,15,44,26,0,0,0,71,29,0,20.2,0,23.9,29.8,20,2
3,3,88,6,0,0,0,30,70,0,18.8,0,22.2,29.8,22.5,2
0,0,85,15,0,21,69,0,10,0,0,22.9,0,27.8,22,5
0,0,79,21,0,6,85,0,9,0,0,22.3,0,28.9,20.8,5
3,3,82,12,0,15,79,0,6,0,0,23.9,0,29.6,19.9,5
0,3,88,9,0,0,62,0,38,0,21.2,20,0,23.6,18,5
0,3,82,15,0,6,76,0,18,0,22.2,21.9,0,29.5,20,5
3,3,85,9,0,3,47,0,50,0,22.5,21.2,0,29.8,22.4,5
0,6,79,15,0,15,79,0,6,0,0,24.4,0,30.1,24.5,5
6,15,47,32,0,6,74,0,20,0,21.9,19.5,0,19.4,16,5
3,6,73,18,0,0,24,10,66,0,22,21.5,0,30,21,15
7,10,68,15,0,3,88,0,9,0,24,21.6,0,31.6,18.6,15
3,9,71,18,0,0,0,6,94,0,23.1,0,24.2,32.6,23.8,15
3,15,58,24,0,0,3,3,94,0,23.2,22,0,32.4,22.6,15
3,6,53,38,0,0,13,0,87,0,22.4,21,0,30.5,20.2,15
0,6,65,29,0,0,9,9,82,0,23.8,22.6,0,30,18.9,15
3,19,35,43,0,0,0,20,80,0,20.8,0,22,30.1,20,15
0,3,59,38,0,0,61,0,39,0,19.7,18.2,0,27.2,18.6,16
6,9,70,15,0,0,0,79,21,0,21.5,0,24.9,28.1,23,2
4,7,75,14,6,32,59,0,3,0,0,21.1,0,24.3,21.6,5
0,0,93,7,0,10.6,80.1,0,9.3,0,0,22.6,0,28.1,24.6,5
3,21,41,35,0,15,75,0,10,0,0,22.7,0,30.5,24,5
10.7,17.8,43,28.5,8,36,56,0,0,0,0,22.1,0,27,18,5
0,6,85,9,6,38,56,0,0,0,0,23.1,0,27.5,18,5
2.9,2.9,73.7,20.5,0,15.2,67,0,17.8,0,0,22,0,25,19,5
0,9,76,15,12,26,53,0,9,0,0,21.1,0,26.4,20.4,5
0,12,74,15,9,21,61,0,9,0,0,23.9,0,21,15,5
0,6,85,9,6,40,47,0,7,0,0,21.1,0,25.5,16,5
0,12,67,21,19,48,30,0,3,0,0,19.7,0,28,20,5
0,10.7,71.5,17.8,0,14.8,71.6,0,13.6,0,0,23,0,27,20.8,5
3,15,44,38,0,21,65,8,6,0,0,23.9,0,26.2,19,5
9,24,43,24,0,0,6,15,79,0,22.5,0,25.7,27.9,18.9,15
30,32,18,21,0,0,0,41,59,0,23.1,0,24.5,33,23.1,15
15,24,35,26,0,0,6,20,74,0,22.3,0,25.3,30,16.7,15
53,24,6,18,0,0,6,6,88,0,26.3,24,0,31,23.4,15
47,35,9,9,0,0,18,29,53,0,26.1,23.2,0,31.1,23.6,15
0,7.1,85.8,7.1,1.3,13.3,65.4,0,20,0,21.6,19.9,0,20.1,18,3
0,18.5,55.6,25.9,0,13.1,72,0,14.9,0,21.1,19.3,0,19,18.1,3
0,17.8,49.9,32.1,0,15.8,59.7,0,24.5,0,20.1,21,0,20,18.2,3
0,0,85.2,14.8,0,8.1,81.9,0,10,0,19.2,21.5,0,21,19,3
7.1,10.7,60.8,21.4,0,5.8,79.7,0,14.5,0,21.5,18.8,0,16.9,14.5,3
3.6,3.6,71.4,21.4,0,7.4,76.5,0,16.1,0,0,21.6,0,19.6,17.3,3
0,7.1,57.2,35.7,0,20.4,52.8,0,26.8,0,21.1,18.8,0,19.8,17.1,3
0,19.2,57.8,23,0,5.2,76.1,0,18.7,0,21.7,19.8,0,19.2,11.3,3
0,21.4,57.2,21.4,0,71,29,0,0,0,0,22.8,0,24,14.2,3
7.1,10.7,53.7,28.5,0,0,62,0,38,0,23,19.8,0,21.2,20.7,3
0,7.2,67.8,25,0,2.3,31.4,0.6,65.7,0,24,18.8,0,27,23.5,3
0,0,96.4,3.6,0,24,69,0,7,0,0,21.2,0,24.6,23.1,3
0,3.6,78.5,17.9,0,0,0,20.1,79.9,0,22.5,0,23.8,26.2,21.8,3
3,12,62,24,0,0,65,0,35,0,23.9,19.9,0,21.2,19.2,16
6,9,68,18,0,3,26,6,65,0,24,21.3,0,27.7,22.9,16
0,3,82,15,19,28,46,0,7,0,0,20.2,0,28,22,5
3,6,65,26,0,42,55,0,3,0,0,23,0,28,16,5
0,11,74,15,0,18,79,0,3,0,0,22.7,0,26,18,5
0,3,81,16,0,35,62,0,3,0,0,22.5,0,27.8,19,5
3,21,53,24,0,6,68,0,26,0,20.8,18.4,0,27.8,19,5
0,9,50,41,0,12,70,0,18,0,22.2,19.1,0,26.8,20.9,5
9,9,47,35,0,6,65,0,29,0,22.4,21.2,0,21,18,5
0,6,71,23,0,13,77,0,10,0,0,21.2,0,24.9,20,5
0,0,77,23,0,21,73,0,6,0,0,26.5,0,26.8,19.6,13
0,3,91,6,0,32,45,6,17,0,0,28.5,0,27.7,19.5,13
0,3,77,16,0,21,50,3,26,0,26.3,21.6,0,27.7,20.4,2
0,0,79,21,0,0,15,40,45,0,20.4,0,24.6,26.8,20.5,2
0,6,88,6,0,0,6,62,32,0,22.6,0,24.5,21,17.5,2
3,3,79,15,0,12,58,0,30,0,23.2,19.1,0,27.6,18,5
3,3,88,6,0,21,61,0,18,0,0,22.4,0,26.9,18.1,5
0,0,94,6,0,3,68,3,26,0,22.5,20.1,0,29.5,21,5
0,6,82,12,0,3,68,0,29,0,21.9,20.5,0,29.8,25,5
0,6,88,6,0,3,61,0,36,0,22.8,20.2,0,29,21.5,5
6,18,53,24,0,6,54,0,40,0,22.3,19.5,0,28.8,17.7,5
3,9,68,21,0,0,53,6,41,0,21.8,20.7,0,31.1,20.6,5
0,0,82,18,0,6,56,3,35,0,22.2,20.5,0,34,17.6,5
3,3,62,32,0,47,53,0,0,0,0,22,0,25.2,17,5
0,0,97,3,0,8,30,0,62,0,21.5,20.9,0,28,19.5,15
0,3,94,3,0,0,42,0,58,0,22.7,19.2,0,26.6,20,15
